user_id,session_id,event,ts
u0549,sqolxb5rezmv8,signup,2025-07-01 07:02:00
u0316,sh27neg8ve8mh,activate,2025-07-01 07:10:00
u0673,soncepom43gfa,activate,2025-07-01 07:10:00
u0084,sotdc7tmtnsh2,activate,2025-07-01 07:23:00
u0173,s660igf5ltolv,signup,2025-07-01 07:32:00
u0608,spmbualkfusvl,signup,2025-07-01 07:37:00
u0557,spwywyj63o2i7,purchase,2025-07-01 07:40:00
u0084,sotdc7tmtnsh2,signup,2025-07-01 07:50:00
u0058,s1d4fuk74svem,visit,2025-07-01 08:00:00
u0140,s4gm5aor6pizo,visit,2025-07-01 08:00:00
u0501,snielg2ljpnw3,visit,2025-07-01 08:00:00
u0209,srzppmptwqp42,visit,2025-07-01 08:00:00
u0451,sqcp8p23tf1be,visit,2025-07-01 08:00:00
u0606,sc7hzympl3c59,visit,2025-07-01 08:00:00
u0247,snrtmsr6e3o98,visit,2025-07-01 08:00:00
u0325,syc6f0wb36d92,visit,2025-07-01 08:00:00
u0201,so3o3gx3bvu5e,activate,2025-07-01 08:06:00
u0140,s4gm5aor6pizo,signup,2025-07-01 08:18:00
u0549,sqolxb5rezmv8,activate,2025-07-01 08:44:00
u0748,stmld706dk3oi,purchase,2025-07-01 08:51:00
u0058,s1d4fuk74svem,signup,2025-07-01 08:54:00
u0509,se5o7h857hf2y,visit,2025-07-01 09:00:00
u0385,sebarbackevym,visit,2025-07-01 09:00:00
u0342,smbm1zb4gic4j,visit,2025-07-01 09:00:00
u0089,s4xh5s7n83w40,visit,2025-07-01 09:00:00
u0416,sxjhj01l3hm88,visit,2025-07-01 09:00:00
u0284,s872ta8l5pdcn,visit,2025-07-01 09:00:00
u0330,sv7wdmguzq9y0,visit,2025-07-01 09:00:00
u0746,subaxbey5yp3h,visit,2025-07-01 09:00:00
u0601,s1moyeja62rly,visit,2025-07-01 09:00:00
u0138,sleh8y9pjo106,visit,2025-07-01 09:00:00
u0099,sq49k5dkhfqfg,visit,2025-07-01 09:00:00
u0574,sj0du89psl2rs,visit,2025-07-01 09:00:00
u0673,soncepom43gfa,purchase,2025-07-01 09:01:00
u0574,sj0du89psl2rs,signup,2025-07-01 09:12:00
u0284,s872ta8l5pdcn,signup,2025-07-01 09:17:00
u0089,s4xh5s7n83w40,activate,2025-07-01 09:20:00
u0342,smbm1zb4gic4j,signup,2025-07-01 09:32:00
u0089,s4xh5s7n83w40,signup,2025-07-01 09:33:00
u0509,se5o7h857hf2y,signup,2025-07-01 09:33:00
u0099,sq49k5dkhfqfg,signup,2025-07-01 09:38:00
u0138,sleh8y9pjo106,signup,2025-07-01 09:39:00
u0601,s1moyeja62rly,signup,2025-07-01 09:46:00
u0416,svtidzrlfao0m,visit,2025-07-01 10:00:00
u0035,sq7txkdircjjq,visit,2025-07-01 10:00:00
u0564,s4whzzla3qyfy,visit,2025-07-01 10:00:00
u0001,souiddcbqit2m,visit,2025-07-01 10:00:00
u0755,snx4z6whigtt6,visit,2025-07-01 10:00:00
u0161,swy63s08xer2x,visit,2025-07-01 10:00:00
u0615,smet785a5fzbf,visit,2025-07-01 10:00:00
u0698,sgd6ku2qay2p8,visit,2025-07-01 10:00:00
u0328,scy6fyz8s5yb2,visit,2025-07-01 10:00:00
u0780,svl2ij4pyx40g,visit,2025-07-01 10:00:00
u0639,sk5s9vkv8zx7u,visit,2025-07-01 10:00:00
u0035,sq7txkdircjjq,signup,2025-07-01 10:02:00
u0161,swy63s08xer2x,signup,2025-07-01 10:08:00
u0564,s4whzzla3qyfy,signup,2025-07-01 10:08:00
u0099,sq49k5dkhfqfg,activate,2025-07-01 10:19:00
u0140,s4gm5aor6pizo,activate,2025-07-01 10:21:00
u0615,smet785a5fzbf,signup,2025-07-01 10:21:00
u0755,snx4z6whigtt6,signup,2025-07-01 10:22:00
u0780,svl2ij4pyx40g,signup,2025-07-01 10:29:00
u0780,svl2ij4pyx40g,purchase,2025-07-01 10:32:00
u0089,s4xh5s7n83w40,purchase,2025-07-01 10:32:00
u0509,se5o7h857hf2y,activate,2025-07-01 10:32:00
u0084,sotdc7tmtnsh2,purchase,2025-07-01 10:34:00
u0001,souiddcbqit2m,signup,2025-07-01 10:35:00
u0574,sj0du89psl2rs,activate,2025-07-01 10:48:00
u0284,s872ta8l5pdcn,activate,2025-07-01 10:54:00
u0534,ss0270ur3ltzl,visit,2025-07-01 11:00:00
u0760,sklrfppzu8n4m,visit,2025-07-01 11:00:00
u0064,scnighm6j6lx3,visit,2025-07-01 11:00:00
u0642,s0fo2o05zq433,visit,2025-07-01 11:00:00
u0748,srfm67q6chpm6,visit,2025-07-01 11:00:00
u0774,s6k8z3z2ic6g0,visit,2025-07-01 11:00:00
u0675,sm6eyb0mmuesp,visit,2025-07-01 11:00:00
u0294,spgkyzdfn86or,visit,2025-07-01 11:00:00
u0303,scuifipevpt4q,visit,2025-07-01 11:00:00
u0539,s5or7ubas9slc,visit,2025-07-01 11:00:00
u0128,sqb83l4iniqzl,visit,2025-07-01 11:00:00
u0035,sq7txkdircjjq,activate,2025-07-01 11:07:00
u0613,s7l3q9hd6ioez,purchase,2025-07-01 11:10:00
u0128,sqb83l4iniqzl,signup,2025-07-01 11:21:00
u0760,sklrfppzu8n4m,activate,2025-07-01 11:24:00
u0539,s5or7ubas9slc,signup,2025-07-01 11:27:00
u0774,s6k8z3z2ic6g0,signup,2025-07-01 11:36:00
u0642,s0fo2o05zq433,signup,2025-07-01 11:39:00
u0675,sm6eyb0mmuesp,signup,2025-07-01 11:42:00
u0760,sklrfppzu8n4m,signup,2025-07-01 11:45:00
u0748,srfm67q6chpm6,signup,2025-07-01 11:47:00
u0564,s4whzzla3qyfy,activate,2025-07-01 11:50:00
u0001,souiddcbqit2m,activate,2025-07-01 11:52:00
u0143,sqxnz2a0ru3md,visit,2025-07-01 12:00:00
u0233,srx1xcoyne3pq,visit,2025-07-01 12:00:00
u0598,s1u2l8hsijqr8,visit,2025-07-01 12:00:00
u0667,sd9hohl875c05,visit,2025-07-01 12:00:00
u0794,sqrpqm9bvcrl4,visit,2025-07-01 12:00:00
u0053,swmkuy6r2h3r5,visit,2025-07-01 12:00:00
u0564,s1mdao8ohi87w,visit,2025-07-01 12:00:00
u0730,s9x1msrvsnorp,visit,2025-07-01 12:00:00
u0784,sb8txo0dig69j,visit,2025-07-01 12:00:00
u0714,szh7jodgc9l5m,visit,2025-07-01 12:00:00
u0121,setz9cwiwerdp,visit,2025-07-01 12:00:00
u0014,sl8aws88tiqf4,visit,2025-07-01 12:00:00
u0638,s9miia2pztf28,visit,2025-07-01 12:00:00
u0748,srfm67q6chpm6,purchase,2025-07-01 12:02:00
u0053,swmkuy6r2h3r5,signup,2025-07-01 12:03:00
u0780,svl2ij4pyx40g,activate,2025-07-01 12:09:00
u0099,sq49k5dkhfqfg,purchase,2025-07-01 12:15:00
u0675,sm6eyb0mmuesp,activate,2025-07-01 12:27:00
u0714,szh7jodgc9l5m,signup,2025-07-01 12:35:00
u0121,setz9cwiwerdp,signup,2025-07-01 12:35:00
u0794,sqrpqm9bvcrl4,signup,2025-07-01 12:35:00
u0564,s1mdao8ohi87w,activate,2025-07-01 12:36:00
u0564,s1mdao8ohi87w,signup,2025-07-01 12:41:00
u0001,souiddcbqit2m,purchase,2025-07-01 12:42:00
u0784,sb8txo0dig69j,activate,2025-07-01 12:42:00
u0615,smet785a5fzbf,activate,2025-07-01 12:45:00
u0053,swmkuy6r2h3r5,activate,2025-07-01 12:48:00
u0161,swy63s08xer2x,activate,2025-07-01 12:52:00
u0784,sb8txo0dig69j,signup,2025-07-01 12:57:00
u0759,siid3dgn9aztx,visit,2025-07-01 13:00:00
u0357,su5q5dqjpt8a4,visit,2025-07-01 13:00:00
u0549,s53bp6d4nhgga,visit,2025-07-01 13:00:00
u0267,smodx0bnt2cgm,visit,2025-07-01 13:00:00
u0795,svdwiyerbjnhs,visit,2025-07-01 13:00:00
u0051,s73dgjcp0l1ma,visit,2025-07-01 13:00:00
u0699,s2cki9qbl8ijf,visit,2025-07-01 13:00:00
u0188,ss6a6vwv04dae,visit,2025-07-01 13:00:00
u0254,s4uwe05g7453o,visit,2025-07-01 13:00:00
u0549,s53bp6d4nhgga,signup,2025-07-01 13:05:00
u0053,swmkuy6r2h3r5,purchase,2025-07-01 13:09:00
u0267,smodx0bnt2cgm,signup,2025-07-01 13:15:00
u0759,siid3dgn9aztx,signup,2025-07-01 13:15:00
u0699,s2cki9qbl8ijf,activate,2025-07-01 13:31:00
u0051,s73dgjcp0l1ma,activate,2025-07-01 13:31:00
u0794,sqrpqm9bvcrl4,activate,2025-07-01 13:41:00
u0051,s73dgjcp0l1ma,signup,2025-07-01 13:43:00
u0795,svdwiyerbjnhs,signup,2025-07-01 13:44:00
u0748,srfm67q6chpm6,activate,2025-07-01 13:47:00
u0642,s0fo2o05zq433,activate,2025-07-01 13:50:00
u0699,s2cki9qbl8ijf,signup,2025-07-01 13:57:00
u0699,s2cki9qbl8ijf,purchase,2025-07-01 13:57:00
u0669,shf7ofy1g2mes,visit,2025-07-01 14:00:00
u0625,so7wo79qup9cv,visit,2025-07-01 14:00:00
u0760,sob4kgf13pv1e,visit,2025-07-01 14:00:00
u0184,sk3wod1e55uae,visit,2025-07-01 14:00:00
u0335,sxh8jgu3k8ch8,visit,2025-07-01 14:00:00
u0031,shhvl4elnyciv,visit,2025-07-01 14:00:00
u0163,sboxgu2tvjr9m,visit,2025-07-01 14:00:00
u0073,sg0jzkgs3uday,visit,2025-07-01 14:00:00
u0175,ss31g5t0ja366,visit,2025-07-01 14:00:00
u0624,skn4bjc973zkd,visit,2025-07-01 14:00:00
u0114,sv705dk074kln,visit,2025-07-01 14:00:00
u0121,setz9cwiwerdp,activate,2025-07-01 14:04:00
u0163,sboxgu2tvjr9m,signup,2025-07-01 14:05:00
u0184,sk3wod1e55uae,signup,2025-07-01 14:12:00
u0114,sv705dk074kln,signup,2025-07-01 14:24:00
u0625,so7wo79qup9cv,activate,2025-07-01 14:39:00
u0051,s73dgjcp0l1ma,purchase,2025-07-01 14:45:00
u0625,so7wo79qup9cv,signup,2025-07-01 14:46:00
u0714,szh7jodgc9l5m,activate,2025-07-01 14:50:00
u0615,smet785a5fzbf,purchase,2025-07-01 14:52:00
u0624,skn4bjc973zkd,signup,2025-07-01 14:55:00
u0073,sg0jzkgs3uday,signup,2025-07-01 14:56:00
u0760,sob4kgf13pv1e,signup,2025-07-01 14:58:00
u0532,sc04ddfeha563,visit,2025-07-01 15:00:00
u0069,sjprswo83tv5q,visit,2025-07-01 15:00:00
u0268,shnvsh5wbu6wf,visit,2025-07-01 15:00:00
u0796,s9sfydxf84eay,visit,2025-07-01 15:00:00
u0222,sc7shqg6fbt7z,visit,2025-07-01 15:00:00
u0700,sgpp9y9q0u3ol,visit,2025-07-01 15:00:00
u0126,s0kl0r4bs7wqj,visit,2025-07-01 15:00:00
u0706,s9qy1iw9z8nsr,visit,2025-07-01 15:00:00
u0254,skgr944trtpkf,visit,2025-07-01 15:00:00
u0760,sob4kgf13pv1e,activate,2025-07-01 15:18:00
u0069,sjprswo83tv5q,signup,2025-07-01 15:21:00
u0254,skgr944trtpkf,signup,2025-07-01 15:24:00
u0267,smodx0bnt2cgm,activate,2025-07-01 15:28:00
u0795,svdwiyerbjnhs,activate,2025-07-01 15:43:00
u0700,sgpp9y9q0u3ol,signup,2025-07-01 15:58:00
u0058,s91r7sl27dgw4,visit,2025-07-01 16:00:00
u0472,s2kw5z8fp9s51,visit,2025-07-01 16:00:00
u0372,sh62vxmp9gori,visit,2025-07-01 16:00:00
u0364,s7t835zgkhcut,visit,2025-07-01 16:00:00
u0217,s6pwscekub0sg,visit,2025-07-01 16:00:00
u0221,srfk7i4zscw95,visit,2025-07-01 16:00:00
u0735,som3f1rn7lizr,visit,2025-07-01 16:00:00
u0773,sug4t3vjuobte,visit,2025-07-01 16:00:00
u0723,s8xceln46izso,visit,2025-07-01 16:00:00
u0695,s027zu70r4isl,visit,2025-07-01 16:00:00
u0055,syyzjjaisl27k,visit,2025-07-01 16:00:00
u0058,s91r7sl27dgw4,activate,2025-07-01 16:13:00
u0624,skn4bjc973zkd,activate,2025-07-01 16:13:00
u0773,sug4t3vjuobte,activate,2025-07-01 16:20:00
u0217,s6pwscekub0sg,signup,2025-07-01 16:23:00
u0058,s91r7sl27dgw4,signup,2025-07-01 16:27:00
u0760,sklrfppzu8n4m,purchase,2025-07-01 16:28:00
u0055,syyzjjaisl27k,signup,2025-07-01 16:31:00
u0069,sjprswo83tv5q,activate,2025-07-01 16:31:00
u0723,s8xceln46izso,signup,2025-07-01 16:33:00
u0114,sv705dk074kln,activate,2025-07-01 16:36:00
u0695,s027zu70r4isl,signup,2025-07-01 16:40:00
u0773,sug4t3vjuobte,signup,2025-07-01 16:48:00
u0434,s4297yqlplff8,visit,2025-07-01 17:00:00
u0040,sy0p5s096sw2b,visit,2025-07-01 17:00:00
u0440,sqn4kahulyd7q,visit,2025-07-01 17:00:00
u0223,selsf88vfcv5v,visit,2025-07-01 17:00:00
u0043,se9nhfamwlblq,visit,2025-07-01 17:00:00
u0468,sgb62cpxijpfi,visit,2025-07-01 17:00:00
u0106,srnce0f3qvyo4,visit,2025-07-01 17:00:00
u0501,syhhjuwfm00l9,visit,2025-07-01 17:00:00
u0365,scii4hncpju22,visit,2025-07-01 17:00:00
u0338,srdfvlq6rrc6v,visit,2025-07-01 17:00:00
u0479,sivzka66ua82p,visit,2025-07-01 17:00:00
u0479,sivzka66ua82p,signup,2025-07-01 17:03:00
u0055,syyzjjaisl27k,activate,2025-07-01 17:05:00
u0217,s6pwscekub0sg,activate,2025-07-01 17:05:00
u0501,syhhjuwfm00l9,signup,2025-07-01 17:18:00
u0434,s4297yqlplff8,signup,2025-07-01 17:24:00
u0254,skgr944trtpkf,activate,2025-07-01 17:40:00
u0040,sy0p5s096sw2b,signup,2025-07-01 17:41:00
u0468,sgb62cpxijpfi,signup,2025-07-01 17:54:00
u0338,srdfvlq6rrc6v,signup,2025-07-01 17:55:00
u0223,selsf88vfcv5v,signup,2025-07-01 17:58:00
u0540,sr5lxu2ly4t7b,visit,2025-07-01 18:00:00
u0697,safi3ij99ji4t,visit,2025-07-01 18:00:00
u0420,saadtta787j7n,visit,2025-07-01 18:00:00
u0533,styl8l53tdh7s,visit,2025-07-01 18:00:00
u0700,sgmt1gfgpub4y,visit,2025-07-01 18:00:00
u0604,sqgxtacq790z3,visit,2025-07-01 18:00:00
u0682,spg73dm8u1hwf,visit,2025-07-01 18:00:00
u0274,s3szb3zralgpi,visit,2025-07-01 18:00:00
u0444,svnm7j342btzv,visit,2025-07-01 18:00:00
u0533,styl8l53tdh7s,signup,2025-07-01 18:03:00
u0723,s8xceln46izso,activate,2025-07-01 18:10:00
u0040,sy0p5s096sw2b,activate,2025-07-01 18:13:00
u0682,spg73dm8u1hwf,activate,2025-07-01 18:16:00
u0501,syhhjuwfm00l9,activate,2025-07-01 18:17:00
u0420,saadtta787j7n,signup,2025-07-01 18:17:00
u0540,sr5lxu2ly4t7b,signup,2025-07-01 18:18:00
u0682,spg73dm8u1hwf,signup,2025-07-01 18:24:00
u0540,sr5lxu2ly4t7b,activate,2025-07-01 18:30:00
u0604,sqgxtacq790z3,signup,2025-07-01 18:30:00
u0420,saadtta787j7n,activate,2025-07-01 18:54:00
u0274,s3szb3zralgpi,signup,2025-07-01 18:56:00
u0768,sr1s9ayqec5x2,visit,2025-07-01 19:00:00
u0347,s6v4ub5qwr4te,visit,2025-07-01 19:00:00
u0500,spaczdpmtmihy,visit,2025-07-01 19:00:00
u0746,sfaguk5pwmbje,visit,2025-07-01 19:00:00
u0705,s3ed3fq67ynab,visit,2025-07-01 19:00:00
u0773,ssyjq2chzxi9b,visit,2025-07-01 19:00:00
u0746,sfaguk5pwmbje,signup,2025-07-01 19:09:00
u0768,sr1s9ayqec5x2,signup,2025-07-01 19:11:00
u0479,sivzka66ua82p,activate,2025-07-01 19:16:00
u0434,s4297yqlplff8,activate,2025-07-01 19:27:00
u0347,s6v4ub5qwr4te,signup,2025-07-01 19:34:00
u0217,s6pwscekub0sg,purchase,2025-07-01 19:37:00
u0533,styl8l53tdh7s,activate,2025-07-01 19:42:00
u0468,sgb62cpxijpfi,activate,2025-07-01 19:53:00
u0768,sr1s9ayqec5x2,activate,2025-07-01 19:57:00
u0752,s0e96ewyw1vel,visit,2025-07-01 20:00:00
u0240,sev5vieptpmg1,visit,2025-07-01 20:00:00
u0506,s4n408syfus63,visit,2025-07-01 20:00:00
u0537,srgxejh5gfw4g,visit,2025-07-01 20:00:00
u0082,sicht93l3amg8,visit,2025-07-01 20:00:00
u0596,sg7ah8z9cs65l,visit,2025-07-01 20:00:00
u0667,sx8gickitpao9,visit,2025-07-01 20:00:00
u0097,s0jp27w0ezuu4,visit,2025-07-01 20:00:00
u0549,sgve5zarwvmvc,visit,2025-07-01 20:00:00
u0703,s68eja9bfx1b5,visit,2025-07-01 20:00:00
u0664,s2igpyfqwwl1a,visit,2025-07-01 20:00:00
u0437,s8yfv55sxjc85,visit,2025-07-01 20:00:00
u0387,szl22s1rnioih,visit,2025-07-01 20:00:00
u0378,skfbhdplh0ixi,visit,2025-07-01 20:00:00
u0441,svysyqp56ish5,visit,2025-07-01 20:00:00
u0651,sssm7toat8m4j,visit,2025-07-01 20:00:00
u0280,slqkjazo77lo1,visit,2025-07-01 20:00:00
u0438,syxwns315x2em,visit,2025-07-01 20:00:00
u0723,s8xceln46izso,purchase,2025-07-01 20:05:00
u0746,sfaguk5pwmbje,activate,2025-07-01 20:07:00
u0280,slqkjazo77lo1,signup,2025-07-01 20:13:00
u0097,s0jp27w0ezuu4,activate,2025-07-01 20:17:00
u0274,s3szb3zralgpi,activate,2025-07-01 20:21:00
u0667,sx8gickitpao9,signup,2025-07-01 20:22:00
u0097,s0jp27w0ezuu4,signup,2025-07-01 20:25:00
u0378,skfbhdplh0ixi,signup,2025-07-01 20:26:00
u0651,sssm7toat8m4j,activate,2025-07-01 20:36:00
u0280,slqkjazo77lo1,activate,2025-07-01 20:36:00
u0254,skgr944trtpkf,purchase,2025-07-01 20:44:00
u0387,szl22s1rnioih,signup,2025-07-01 20:45:00
u0651,sssm7toat8m4j,signup,2025-07-01 20:50:00
u0468,sgb62cpxijpfi,purchase,2025-07-01 20:54:00
u0178,smg1laylkvcur,visit,2025-07-01 21:00:00
u0531,seq7nb9lnx3ib,visit,2025-07-01 21:00:00
u0189,spiw37ehxr5uk,visit,2025-07-01 21:00:00
